Time, GyroX, GyroY, GyroZ, AccX, AccY, AccZ, Pressure, TempMS, Height, KalHeight
264426,1.26,-1.10,1.88,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
264496,-0.38,-0.91,-1.65,0.03,0.98,-0.14,1018.52,6.15,-12.13,-12.13
264568,-1.84,0.00,-0.10,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
264638,-0.54,1.67,0.00,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
264708,0.13,-2.13,1.53,0.02,0.98,-0.12,1018.63,6.15,-13.01,-13.01
264778,-0.91,-0.44,0.87,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
264849,0.74,-2.88,1.80,0.02,0.98,-0.13,1018.41,6.15,-11.26,-11.25
264919,-0.24,-3.25,-0.09,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.14
264990,-0.53,-1.83,-0.58,0.02,0.98,-0.14,1018.52,6.15,-12.13,-12.13
265062,-1.03,0.22,1.47,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
265132,-0.79,-1.97,0.41,0.02,0.99,-0.12,1018.63,6.15,-13.01,-13.01
265203,0.10,0.05,1.58,0.04,0.99,-0.13,1018.52,6.15,-12.13,-12.13
265272,1.41,-1.88,0.00,0.03,0.99,-0.14,1018.63,6.15,-13.01,-13.01
265341,-0.62,-1.42,-0.53,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
265413,-0.45,-0.38,-1.08,0.04,0.99,-0.14,1018.52,6.15,-12.13,-12.13
265485,-0.56,-1.72,-0.13,0.02,0.98,-0.13,1018.57,6.16,-12.53,-12.53
265557,1.24,-4.26,0.19,0.03,0.98,-0.13,1018.63,6.15,-13.01,-13.01
265627,0.07,0.29,-0.06,0.03,0.98,-0.13,1018.52,6.15,-12.13,-12.13
265697,1.87,-1.49,2.25,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
265767,1.15,-1.00,1.10,0.02,0.98,-0.13,1018.52,6.15,-12.13,-12.13
265836,0.57,-0.33,-0.52,0.03,0.99,-0.13,1018.63,6.15,-13.01,-13.01
265907,0.01,-2.75,-0.13,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
265978,-1.11,-1.71,1.03,0.01,0.99,-0.12,1018.52,6.15,-12.13,-12.13
266049,0.16,0.77,2.34,0.03,0.98,-0.11,1018.52,6.15,-12.13,-12.13
266118,2.97,1.29,2.78,0.03,0.98,-0.12,1018.63,6.15,-13.01,-13.01
266186,0.14,-0.75,1.68,0.04,0.99,-0.12,1018.52,6.15,-12.13,-12.13
266256,0.95,-1.95,0.19,0.03,0.98,-0.14,1018.52,6.15,-12.13,-12.13
266326,-2.24,-0.24,1.27,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
266397,-2.88,-2.41,-1.33,0.02,0.98,-0.12,1018.52,6.15,-12.13,-12.13
266469,-0.57,-0.47,1.74,0.01,0.99,-0.11,1018.52,6.15,-12.13,-12.13
266540,2.04,1.24,2.05,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
266608,0.69,-0.17,2.75,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
266678,0.83,0.95,-0.20,0.02,0.98,-0.13,1018.63,6.15,-13.01,-13.01
266748,-0.36,0.57,0.93,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
266821,-0.39,-1.75,-0.56,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
266890,-0.80,-0.91,-0.38,0.01,0.98,-0.11,1018.63,6.15,-13.01,-13.01
266961,1.27,-0.39,2.06,0.02,0.98,-0.12,1018.52,6.15,-12.13,-12.13
267031,0.20,-1.22,2.51,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
267101,-0.30,-0.59,1.67,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
267172,-0.33,0.41,-0.03,0.02,0.99,-0.13,1018.63,6.15,-13.01,-13.01
267243,-0.80,-0.42,0.08,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
267313,0.05,-0.52,0.49,0.01,0.98,-0.12,1018.52,6.15,-12.13,-12.13
267383,0.31,-2.61,0.95,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
267453,0.83,0.77,1.96,0.03,0.98,-0.13,1018.52,6.15,-12.13,-12.13
267522,1.21,0.35,0.89,0.04,0.98,-0.13,1018.52,6.15,-12.13,-12.13
267591,-0.12,-3.63,1.41,0.02,0.99,-0.14,1018.41,6.15,-11.26,-11.25
267661,-2.64,-3.36,-0.97,0.04,0.99,-0.13,1018.52,6.15,-12.13,-12.14
267733,-2.02,-1.14,-0.44,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
267805,-1.06,0.89,0.37,0.02,0.98,-0.12,1018.63,6.15,-13.01,-13.01
267875,0.13,0.78,1.22,0.02,0.99,-0.12,1018.63,6.15,-13.01,-13.01
267944,0.86,1.16,1.39,0.04,0.99,-0.12,1018.52,6.15,-12.13,-12.13
268012,0.94,-0.52,-0.35,0.04,0.98,-0.13,1018.52,6.15,-12.13,-12.13
268083,-2.04,-1.42,0.19,0.04,0.99,-0.13,1018.52,6.15,-12.13,-12.13
268154,-2.85,-1.94,-0.46,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
268226,-0.90,0.38,0.14,0.02,0.99,-0.11,1018.52,6.15,-12.13,-12.13
268296,0.83,0.58,0.83,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
268365,1.15,2.77,2.06,0.03,0.99,-0.12,1018.63,6.15,-13.01,-13.01
268433,1.75,0.00,1.85,0.03,0.98,-0.13,1018.52,6.15,-12.13,-12.13
268502,1.93,0.52,0.98,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
268571,-1.11,-1.28,-0.61,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
268643,-2.80,-0.93,0.58,0.03,0.98,-0.12,1018.46,6.16,-11.65,-11.65
268713,-0.18,1.67,-0.58,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
268784,1.53,-1.48,0.81,0.01,0.99,-0.12,1018.52,6.15,-12.13,-12.13
268854,2.86,-0.73,1.70,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
268924,0.88,-3.14,3.19,0.03,0.99,-0.14,1018.57,6.16,-12.53,-12.53
268993,-1.02,-0.04,0.00,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
269064,-1.83,-1.62,-1.02,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
269136,-2.73,-0.06,-1.71,0.02,0.99,-0.11,1018.52,6.15,-12.13,-12.13
269208,-0.88,1.07,-0.03,0.02,0.99,-0.12,1018.63,6.15,-13.01,-13.01
269279,0.85,-0.49,1.64,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
269349,2.10,-1.78,0.29,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
269419,1.10,0.48,1.77,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
269491,-0.59,-1.49,-0.17,0.04,0.99,-0.13,1018.52,6.15,-12.13,-12.13
269559,-0.51,0.37,-0.20,0.03,0.99,-0.12,1018.63,6.15,-13.01,-13.01
269630,-0.21,0.31,-0.67,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
269701,1.24,-0.44,1.56,0.02,0.98,-0.12,1018.63,6.15,-13.01,-13.01
269771,0.71,-0.30,0.60,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
269841,0.75,-0.38,1.24,0.02,0.98,-0.12,1018.52,6.15,-12.13,-12.13
269910,0.63,0.43,0.92,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
269979,0.16,0.87,-0.23,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
270049,0.75,-0.09,0.60,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
270119,0.10,-0.79,-0.53,0.02,0.99,-0.12,1018.41,6.15,-11.26,-11.25
270190,0.13,0.64,0.98,0.02,0.98,-0.13,1018.57,6.16,-12.53,-12.54
270258,0.31,-1.68,-0.21,0.03,0.99,-0.12,1018.67,6.16,-13.33,-13.33
270329,1.73,-1.11,1.10,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
270399,-0.57,-0.59,0.57,0.03,0.99,-0.12,1018.41,6.15,-11.26,-11.25
270470,-0.61,0.75,0.28,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.14
270540,-2.25,-0.91,0.49,0.02,0.98,-0.12,1018.41,6.15,-11.26,-11.25
270610,1.44,-0.94,1.16,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.54
270680,1.21,-0.53,1.22,0.03,0.98,-0.12,1018.41,6.15,-11.26,-11.25
270750,-0.16,-3.13,1.09,0.02,0.99,-0.14,1018.52,6.15,-12.13,-12.14
270821,-1.28,-1.13,-0.36,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
270893,-0.67,2.40,0.16,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
270962,2.05,0.14,-0.36,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
271032,0.45,-0.75,1.82,0.01,0.99,-0.13,1018.57,6.16,-12.53,-12.53
271102,1.26,-1.33,1.15,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
271172,-0.02,-1.26,1.01,0.04,0.99,-0.13,1018.63,6.15,-13.01,-13.01
271243,-2.19,-0.52,0.57,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
271314,-0.56,-1.00,-0.17,0.03,0.99,-0.11,1018.46,6.16,-11.65,-11.65
271385,1.70,0.84,0.41,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
271454,-0.79,-1.37,1.44,0.02,0.98,-0.12,1018.41,6.15,-11.26,-11.25
271525,-0.04,-1.86,0.41,0.02,0.99,-0.11,1018.57,6.16,-12.53,-12.54
271596,-0.28,-0.38,1.74,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
271667,0.04,0.64,0.74,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
271735,-1.58,-1.78,0.08,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
271806,0.59,1.71,-0.24,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
271876,0.22,-0.71,0.14,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
271946,3.04,-1.20,1.62,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
272016,-0.53,1.64,1.27,0.04,0.99,-0.12,1018.52,6.15,-12.13,-12.13
272085,-1.35,-1.54,-0.06,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
272157,-0.44,0.40,0.69,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
272227,0.49,-1.02,1.00,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
272297,-0.57,-0.47,0.93,0.03,0.99,-0.14,1018.52,6.15,-12.13,-12.13
272368,-1.25,-1.88,0.75,0.04,0.99,-0.12,1018.52,6.15,-12.13,-12.13
272438,1.10,1.00,1.74,0.02,0.98,-0.12,1018.41,6.15,-11.26,-11.25
272507,1.64,-1.19,0.28,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.14
272577,-0.25,0.38,0.37,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.25
272647,0.51,0.26,-0.33,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.54
272717,-0.24,-1.63,0.28,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
272787,-0.12,-1.84,1.65,0.01,0.99,-0.13,1018.52,6.15,-12.13,-12.13
272859,-0.09,-0.35,1.48,0.02,0.99,-0.13,1018.46,6.16,-11.65,-11.65
272929,-1.19,-1.33,0.22,0.03,0.98,-0.13,1018.57,6.16,-12.53,-12.53
273000,-0.50,0.78,-0.27,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
273075,0.52,-0.26,1.25,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.13
273141,-0.36,-1.52,1.94,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.25
273212,-1.78,-0.21,0.46,0.03,0.99,-0.12,1018.52,6.15,-12.13,-12.14
273282,0.07,-2.91,1.51,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
273352,0.89,-0.01,0.61,0.04,0.98,-0.13,1018.57,6.16,-12.53,-12.53
273422,-0.47,-2.44,0.61,0.02,0.99,-0.13,1018.41,6.15,-11.26,-11.25
273493,-1.11,0.77,-1.00,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.54
273563,-0.54,-0.58,-0.04,0.02,0.98,-0.13,1018.52,6.15,-12.13,-12.13
273635,0.86,0.96,0.93,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
273704,-1.29,-2.17,1.32,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
273775,0.88,0.80,0.54,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.25
273843,0.05,-0.58,0.11,0.03,0.98,-0.12,1018.46,6.16,-11.65,-11.66
273913,-2.04,-1.08,-0.50,0.03,0.99,-0.12,1018.67,6.16,-13.33,-13.33
273985,-1.60,-0.26,1.24,0.03,0.98,-0.12,1018.52,6.15,-12.13,-12.13
274056,0.43,1.79,0.41,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
274125,1.91,-0.06,1.87,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
274195,1.73,-0.46,0.43,0.02,0.98,-0.14,1018.57,6.16,-12.53,-12.53
274264,-0.30,0.77,1.61,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.25
274334,-1.98,-2.00,0.35,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.26
274405,-0.12,-1.68,0.37,0.02,0.98,-0.13,1018.57,6.16,-12.53,-12.54
274476,-0.12,0.75,-0.58,0.02,0.98,-0.12,1018.67,6.16,-13.33,-13.33
274547,0.88,-0.13,1.06,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
274617,-0.38,-1.63,0.34,0.02,0.98,-0.13,1018.57,6.16,-12.53,-12.53
274687,0.85,0.74,1.56,0.02,0.99,-0.12,1018.52,6.15,-12.13,-12.13
274756,0.17,-1.02,-0.03,0.04,0.99,-0.13,1018.57,6.16,-12.53,-12.53
274827,-0.27,1.04,0.80,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
274897,0.27,-1.29,0.17,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
274967,-1.81,-1.60,0.09,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
275037,-2.07,-1.59,0.31,0.02,0.98,-0.13,1018.57,6.16,-12.53,-12.53
275108,1.50,-0.26,0.43,0.03,0.99,-0.13,1018.41,6.15,-11.26,-11.25
275178,-0.09,0.34,0.49,0.03,0.98,-0.12,1018.57,6.16,-12.53,-12.54
275248,-0.27,-2.12,0.54,0.03,0.99,-0.13,1018.52,6.15,-12.13,-12.13
275319,-0.59,0.78,-0.56,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
275390,-0.59,-2.88,0.34,0.02,0.99,-0.12,1018.41,6.15,-11.26,-11.25
275460,1.88,-0.23,0.58,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.14
275530,-0.82,-0.91,0.87,0.03,0.98,-0.14,1018.57,6.16,-12.53,-12.53
275601,-1.14,-1.52,0.09,0.03,0.98,-0.12,1018.46,6.16,-11.65,-11.65
275672,0.91,-0.26,-0.24,0.02,0.98,-0.12,1018.57,6.16,-12.53,-12.53
275743,-0.13,2.28,0.35,0.03,0.98,-0.13,1018.57,6.16,-12.53,-12.53
275812,-0.30,-1.55,0.55,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
275887,0.08,-3.77,2.35,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
275953,-1.28,-2.20,0.74,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
276024,-0.71,0.22,-0.59,0.02,0.98,-0.14,1018.57,6.16,-12.53,-12.53
276095,0.27,0.66,-0.10,0.03,0.99,-0.12,1018.46,6.16,-11.65,-11.65
276165,-0.04,-0.96,1.38,0.03,0.99,-0.11,1018.57,6.16,-12.53,-12.53
276235,1.20,-1.02,1.87,0.03,0.98,-0.13,1018.57,6.16,-12.53,-12.53
276305,0.92,0.00,1.24,0.03,0.98,-0.13,1018.57,6.16,-12.53,-12.53
276374,-1.29,-2.32,0.96,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
276445,-0.10,-0.09,-0.17,0.03,0.99,-0.14,1018.57,6.16,-12.53,-12.53
276517,-0.36,-2.32,0.75,0.03,0.98,-0.12,1018.41,6.15,-11.26,-11.25
276587,0.42,0.14,1.94,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.54
276656,0.08,-1.14,0.77,0.02,0.99,-0.12,1018.41,6.15,-11.26,-11.25
276726,-0.48,0.25,0.25,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.54
276796,1.91,0.00,1.21,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
276865,-0.93,-1.31,-0.27,0.02,0.99,-0.14,1018.57,6.16,-12.53,-12.53
276936,-0.94,0.64,1.29,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277006,1.62,-4.32,0.48,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277076,0.80,-2.27,1.24,0.03,0.99,-0.11,1018.57,6.16,-12.53,-12.53
277146,-1.05,-2.81,0.12,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277217,-1.09,1.15,-0.07,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277287,-0.54,-2.06,0.09,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277358,-1.35,0.11,1.56,0.02,0.98,-0.14,1018.57,6.16,-12.53,-12.53
277428,-0.71,-1.60,0.05,0.02,0.99,-0.12,1018.46,6.16,-11.65,-11.65
277498,0.52,1.18,1.32,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277568,1.68,-0.85,1.45,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
277637,0.74,-1.37,-1.17,0.04,0.99,-0.13,1018.57,6.16,-12.53,-12.53
277708,-0.82,-0.10,-0.27,0.03,0.99,-0.12,1018.46,6.16,-11.65,-11.65
277780,-1.37,0.05,1.30,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
277850,1.36,-2.01,0.32,0.03,0.98,-0.11,1018.57,6.16,-12.53,-12.53
277920,0.86,0.92,0.66,0.02,0.99,-0.13,1018.52,6.15,-12.13,-12.13
277988,0.34,0.54,1.36,0.04,0.99,-0.14,1018.57,6.16,-12.53,-12.53
278057,-0.57,0.58,0.06,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
278127,-2.09,-1.16,0.61,0.04,0.99,-0.13,1018.57,6.16,-12.53,-12.53
278198,-0.77,-0.42,-0.17,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
278270,-0.12,0.98,1.27,0.03,0.99,-0.11,1018.52,6.15,-12.13,-12.13
278339,-0.62,0.34,1.19,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
278409,1.39,-1.04,0.66,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
278479,-0.45,2.11,-0.26,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
278553,-1.61,0.23,0.63,0.03,0.98,-0.13,1018.52,6.15,-12.13,-12.13
278620,-0.96,-0.30,0.02,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
278691,-0.93,-0.97,1.54,0.02,0.98,-0.12,1018.57,6.16,-12.53,-12.53
278761,-0.10,-0.70,2.06,0.03,0.98,-0.13,1018.46,6.16,-11.65,-11.65
278832,-0.70,-0.76,1.93,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
278903,1.53,2.38,0.38,0.04,0.99,-0.12,1018.46,6.16,-11.65,-11.65
278972,1.27,-0.58,-0.13,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
279043,0.27,-1.23,1.01,0.03,0.99,-0.12,1018.41,6.15,-11.26,-11.25
279112,-1.26,-1.37,0.86,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.54
279183,-0.48,-0.09,-0.29,0.02,0.99,-0.12,1018.67,6.16,-13.33,-13.33
279255,0.48,0.35,-0.41,0.04,0.99,-0.13,1018.46,6.16,-11.65,-11.65
279325,-0.73,-1.80,2.06,0.02,0.99,-0.14,1018.57,6.16,-12.53,-12.53
279396,0.01,-3.02,0.58,0.02,0.99,-0.12,1018.67,6.16,-13.33,-13.33
279466,-1.05,0.06,1.47,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
279535,-0.96,-1.55,1.30,0.04,0.99,-0.12,1018.57,6.16,-12.53,-12.53
279606,-0.13,2.60,0.43,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
279676,0.33,3.30,0.32,0.03,0.98,-0.11,1018.57,6.16,-12.53,-12.53
279745,-1.06,0.57,1.35,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
279815,-0.28,-0.17,1.22,0.03,0.98,-0.12,1018.57,6.16,-12.53,-12.53
279885,0.86,-1.77,1.16,0.02,0.99,-0.12,1018.46,6.16,-11.65,-11.65
279955,-0.21,2.75,1.68,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
280025,-1.03,2.23,-0.73,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
280096,-0.12,1.30,0.40,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
280166,0.88,-0.13,-0.81,0.02,0.98,-0.14,1018.46,6.16,-11.65,-11.65
280236,-1.22,0.31,2.05,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
280306,-1.40,-0.50,0.14,0.02,0.99,-0.12,1018.46,6.16,-11.65,-11.65
280377,0.14,-0.18,1.30,0.04,0.99,-0.13,1018.46,6.16,-11.65,-11.65
280447,-0.01,0.81,0.12,0.03,0.98,-0.12,1018.57,6.16,-12.53,-12.53
280517,-0.18,-1.45,0.16,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
280587,-0.99,0.28,-0.70,0.03,0.99,-0.14,1018.57,6.16,-12.53,-12.53
280658,-0.36,-2.81,0.92,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
280729,-0.99,-3.51,1.56,0.03,0.98,-0.11,1018.67,6.16,-13.33,-13.33
280800,-1.05,-1.00,0.84,0.02,0.98,-0.11,1018.57,6.16,-12.53,-12.53
280871,2.40,3.85,0.66,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
280940,0.54,-1.52,0.54,0.03,0.98,-0.12,1018.57,6.16,-12.53,-12.53
281009,-0.51,0.38,0.95,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
281079,-0.93,-4.06,0.28,0.02,0.99,-0.13,1018.46,6.16,-11.65,-11.65
281150,-0.67,-3.23,0.64,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
281224,0.04,-5.20,1.19,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
281291,1.67,-7.69,0.34,0.03,0.98,-0.13,1018.46,6.16,-11.65,-11.65
281360,0.97,-2.15,0.28,0.03,0.99,-0.11,1018.57,6.16,-12.53,-12.53
281430,-0.32,-1.60,-0.93,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
281502,0.72,-0.65,0.87,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
281572,-1.95,-0.61,0.11,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
281643,-1.51,-0.62,1.32,0.02,0.99,-0.12,1018.46,6.16,-11.65,-11.65
281713,-0.06,-2.67,0.74,0.03,0.98,-0.12,1018.57,6.16,-12.53,-12.53
281784,1.72,-0.55,2.14,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
281854,1.68,-0.38,0.78,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
281924,1.30,-0.09,1.10,0.03,0.98,-0.13,1018.46,6.16,-11.65,-11.65
281994,-0.51,-0.85,0.61,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
282064,-1.02,0.45,0.92,0.03,0.99,-0.14,1018.57,6.16,-12.53,-12.53
282134,0.02,-0.50,0.26,0.03,0.98,-0.13,1018.46,6.16,-11.65,-11.65
282204,-0.22,-0.13,1.76,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
282275,-0.65,1.04,0.12,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
282345,0.66,0.81,-0.70,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
282414,0.34,-0.39,-0.59,0.02,0.99,-0.14,1018.46,6.16,-11.65,-11.65
282485,-1.05,0.75,0.03,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
282555,0.31,-0.30,-0.10,0.02,0.98,-0.12,1018.46,6.16,-11.65,-11.65
282626,0.11,0.14,0.31,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
282695,-0.35,-0.64,1.03,0.02,0.99,-0.13,1018.57,6.16,-12.53,-12.53
282765,1.43,0.02,0.37,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
282834,0.14,-0.90,0.45,0.02,0.99,-0.14,1018.46,6.16,-11.65,-11.65
282904,-1.49,-1.52,0.83,0.03,0.99,-0.13,1018.62,6.18,-12.93,-12.93
282975,-1.26,-1.10,0.37,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
283046,-1.08,-2.41,-0.91,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
283118,0.25,0.31,-0.52,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
283187,0.22,-0.30,1.44,0.03,0.99,-0.11,1018.46,6.16,-11.65,-11.65
283257,-0.94,-1.78,-0.01,0.01,0.99,-0.14,1018.57,6.16,-12.53,-12.53
283329,-0.16,-2.26,0.84,0.04,0.99,-0.13,1018.57,6.16,-12.53,-12.53
283400,-0.82,-1.94,0.64,0.04,0.99,-0.13,1018.57,6.16,-12.53,-12.53
283471,1.18,-3.16,0.19,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
283541,-0.06,-1.45,0.02,0.02,0.99,-0.11,1018.57,6.16,-12.53,-12.53
283611,-1.60,-1.83,1.70,0.03,0.99,-0.13,1018.51,6.18,-12.05,-12.05
283682,2.13,0.22,2.55,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
283751,-0.99,-4.23,0.64,0.03,0.99,-0.14,1018.57,6.16,-12.53,-12.53
283822,-0.83,0.05,-0.27,0.03,0.99,-0.13,1018.57,6.16,-12.53,-12.53
283893,-0.71,-0.12,-0.09,0.02,0.98,-0.13,1018.51,6.18,-12.05,-12.05
283965,-0.21,0.45,0.37,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
284034,0.22,-1.31,-0.20,0.02,0.98,-0.12,1018.46,6.16,-11.65,-11.65
284105,1.17,-0.23,2.28,0.03,0.99,-0.13,1018.46,6.16,-11.65,-11.65
284175,-0.76,-0.59,0.26,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
284246,-1.61,-1.26,0.58,0.03,0.99,-0.12,1018.57,6.16,-12.53,-12.53
284317,-0.88,-2.09,-1.46,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
284388,-0.12,3.13,0.84,0.01,0.98,-0.13,1018.57,6.16,-12.53,-12.53
284458,0.97,1.03,0.46,0.02,0.99,-0.12,1018.57,6.16,-12.53,-12.53
284527,0.05,0.63,1.73,0.02,0.99,-0.13,1018.62,6.18,-12.93,-12.93
